ID,Age,DOB,Name,OVR,POT,Prone,STU P,CON P,HRR P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KCP,KNP,VELO,STM,Draft,OA Pick
15117,19,09/18/2001,Jose Sanchez,1.0 Stars,1.5 Stars,Fragile,35,45,45,45,40,-,-,-,-,-,-,-,30,-,-,88-90,60,2020,176
14468,20,11/07/2000,Leo Velvick,1.5 Stars,1.5 Stars,Fragile,45,30,45,-,45,-,-,-,50,50,-,-,-,-,-,93-95,40,2019,173
8765,32,03/27/1989,JASON WILLSON,2.0 Stars,2.0 Stars,Iron Man,45,50,40,-,50,50,-,-,35,50,-,-,-,-,-,92-94,80,2008,160
11743,23,08/30/1997,DANNY MCINTOSH,2.0 Stars,2.0 Stars,Normal,65,40,50,80,-,80,-,-,-,70,-,-,-,-,-,98-100,30,2015,175
12937,23,05/31/1998,KELLY VAN DEN HOED,2.0 Stars,2.5 Stars,Fragile,80,40,50,80,-,-,80,-,-,-,-,-,-,-,-,97-99,40,2016,178
15520,18,01/11/2003,Zuhair bin Omar,0.5 Stars,1.5 Stars,Normal,40,35,45,45,45,-,-,45,-,-,-,-,-,-,-,88-90,50,2021,178
10638,26,04/19/1995,DEVIN BLUME,1.5 Stars,1.5 Stars,Fragile,55,30,35,80,55,-,80,-,-,-,-,-,-,-,-,96-98,30,2013,175
15789,22,10/22/1998,Jarrod Malone,1.5 Stars,2.0 Stars,Normal,45,50,50,45,40,-,45,45,-,-,-,-,-,-,-,89-91,55,2020,178
11787,24,06/22/1996,ED MCGREER,2.0 Stars,2.0 Stars,Normal,50,40,45,70,50,-,-,-,35,-,-,-,-,-,-,96-98,45,2015,176
13954,21,01/15/2000,Constant Napoleoni,1.5 Stars,2.0 Stars,Normal,55,45,45,80,45,-,70,-,-,-,-,-,-,-,-,96-98,30,2018,179
14507,20,03/03/2001,Edgar Reyes,1.5 Stars,1.5 Stars,Durable,45,30,50,-,50,-,65,55,-,-,-,-,-,-,-,95-97,35,2019,175
13335,22,06/19/1998,Jesus Flores,1.5 Stars,2.0 Stars,Normal,50,50,40,80,50,-,-,-,40,-,-,-,-,-,-,96-98,45,2021,179
10969,25,07/13/1995,JASON GARNETT,2.0 Stars,2.0 Stars,Normal,65,45,40,-,45,65,70,-,80,65,-,-,-,-,-,94-96,45,2014,178
13087,22,07/06/1998,Dario Gomez,2.0 Stars,2.5 Stars,Normal,75,50,45,80,-,-,-,70,-,80,-,-,-,-,-,97-99,25,2017,178
11556,24,05/22/1997,IAN LEVORATO,2.0 Stars,2.0 Stars,Fragile,55,50,50,75,-,-,-,65,-,65,-,-,-,-,-,96-98,35,2015,177
12959,23,10/22/1997,HORST RIJNEVELD,1.5 Stars,2.0 Stars,Fragile,80,40,30,80,-,-,80,-,-,-,-,-,-,-,-,97-99,35,2016,180
13096,22,05/27/1999,Killian Swyers,1.5 Stars,2.0 Stars,Normal,45,30,45,60,-,45,-,45,-,-,-,-,-,-,-,95-97,50,2018,180
16234,18,08/11/2002,Don Eacott,1.5 Stars,2.5 Stars,Normal,45,60,55,45,45,-,-,40,-,40,-,-,-,-,-,89-91,45,2021,180
13328,22,09/08/1998,Rudko Stevic,1.5 Stars,2.0 Stars,Normal,55,45,40,65,60,75,-,-,65,65,-,-,-,-,-,93-95,60,2018,181
15582,19,06/29/2001,Willie Garcia,1.5 Stars,2.0 Stars,Durable,40,50,55,40,45,45,-,-,-,40,-,-,-,-,-,88-90,50,2020,181
13249,26,06/28/1994,Dave Naylor,2.0 Stars,2.0 Stars,Normal,45,40,45,50,45,55,40,-,-,-,-,-,-,45,-,92-94,75,2017,180
15683,18,06/30/2002,Dave Allard,0.5 Stars,2.0 Stars,Normal,50,40,50,55,55,65,-,-,45,45,-,-,-,-,-,89-91,60,2021,182
12397,22,06/14/1998,MANNY ESTRADA,2.0 Stars,2.0 Stars,Normal,60,45,45,80,50,-,-,-,60,-,-,-,-,-,-,97-99,35,2016,183
11014,26,04/27/1995,TIM COZZI,2.0 Stars,2.0 Stars,Normal,50,40,35,55,50,-,-,-,-,55,-,-,-,-,-,93-95,45,2014,182
13319,22,02/01/1999,Alan Green,1.5 Stars,2.5 Stars,Normal,60,55,45,60,60,-,-,-,-,70,-,-,-,-,-,93-95,65,2019,180
11635,25,04/11/1996,SAMUEL JENKINS,2.0 Stars,2.5 Stars,Normal,55,45,65,-,70,70,-,-,75,75,-,-,-,-,-,93-95,70,2015,181
13788,26,11/02/1994,RIEMER KOPPELAAR,2.0 Stars,2.0 Stars,Normal,35,60,50,35,-,-,40,45,-,-,-,-,-,-,-,88-90,55,2016,184
13019,23,03/04/1998,Chet Legge,2.0 Stars,2.0 Stars,Normal,55,50,40,70,60,50,-,55,-,-,-,-,-,-,-,95-97,55,2017,182
13969,21,09/11/1999,Seth Sutton,1.5 Stars,2.0 Stars,Normal,45,45,50,60,50,-,-,40,-,-,-,-,-,-,-,92-94,60,2021,183
13036,22,11/14/1998,Steve Brunskill,1.5 Stars,2.0 Stars,Normal,45,50,40,60,40,-,-,50,-,-,-,40,-,-,-,95-97,50,2017,183
12354,24,05/17/1997,XAVIER FISHBURN,2.5 Stars,2.5 Stars,Normal,45,50,50,45,50,-,-,-,-,-,-,-,50,50,-,95-97,50,2015,182
10975,26,03/25/1995,JOE HARDING,2.0 Stars,2.0 Stars,Normal,55,45,35,80,-,-,70,55,-,-,-,40,-,-,-,96-98,45,2014,183
12403,24,05/06/1997,BENNY WRIGHT,2.0 Stars,2.0 Stars,Fragile,50,45,45,60,50,-,65,-,-,-,-,45,-,-,-,94-96,50,2016,185
13167,29,06/08/1991,KAMAL ABDUL-MUHAIMIN,2.0 Stars,2.0 Stars,Fragile,45,40,50,60,-,35,-,-,-,-,-,-,-,-,-,94-96,30,2015,183
13952,21,07/06/1999,Armando Alcala,1.5 Stars,2.0 Stars,Normal,45,45,50,50,60,-,-,50,-,-,-,-,-,-,-,90-92,55,2018,186
11678,30,01/19/1991,CHRIS BOWMAN,2.0 Stars,2.0 Stars,Fragile,45,40,55,45,45,-,35,-,-,45,-,-,-,-,-,91-93,40,2013,182
15851,18,02/27/2003,Wade Deacon,0.5 Stars,2.0 Stars,Normal,40,45,45,40,45,-,-,-,45,-,-,-,-,-,-,89-91,55,2021,185
14997,23,06/06/1997,Rafael Esparza,2.0 Stars,2.5 Stars,Normal,50,55,45,60,-,45,50,-,-,60,-,50,-,-,-,95-97,55,2019,182
11714,29,03/02/1992,SERGIO MARQUEZ,2.0 Stars,2.0 Stars,Normal,40,30,50,-,35,-,40,-,50,45,-,-,-,-,-,91-93,40,2014,184
13806,25,12/03/1995,Jason Adcock,2.0 Stars,2.5 Stars,Fragile,75,50,45,70,-,-,-,-,80,-,-,-,-,-,-,92-94,25,2018,187
13877,21,08/08/1999,Shaun John,1.5 Stars,1.5 Stars,Normal,55,35,25,80,45,-,80,-,-,40,-,-,-,-,-,96-98,40,2021,186
9545,28,08/30/1992,CODY MURPHY,2.0 Stars,2.0 Stars,Normal,45,40,55,50,50,-,-,-,-,-,-,-,-,55,-,93-95,50,2010,165
9090,30,06/03/1990,BRANDON PEARSON,2.0 Stars,2.0 Stars,Normal,45,35,50,60,45,-,60,30,-,-,-,-,-,20,-,94-96,55,2011,167
12886,22,06/15/1998,George Storey,2.0 Stars,2.0 Stars,Normal,70,45,40,80,-,80,-,-,-,-,-,-,-,-,-,97-99,25,2017,185
13023,22,06/01/1998,Riley Mitchell,1.5 Stars,2.0 Stars,Normal,60,40,45,80,55,-,55,-,-,-,-,-,-,-,-,96-98,30,2020,187
13971,21,07/23/1999,Efrain Ramirez,1.5 Stars,2.0 Stars,Normal,60,35,45,65,-,-,80,-,-,60,-,-,-,-,-,97-99,35,2019,184
12342,25,05/07/1996,BRIAN REEVES,2.0 Stars,2.0 Stars,Normal,50,50,50,55,55,50,-,45,-,-,-,-,-,-,-,92-94,35,2015,185
14472,20,03/11/2001,Laurente Dorso,1.5 Stars,2.0 Stars,Normal,45,35,50,55,50,-,40,-,-,-,-,-,-,-,-,92-94,45,2019,185
10399,27,12/30/1993,Warren Nunes,2.0 Stars,2.0 Stars,Durable,45,45,50,55,50,-,-,-,-,-,-,-,-,50,-,92-94,45,2012,192
12248,23,06/20/1997,B.J. MONTALBETTI,2.0 Stars,3.0 Stars,Normal,80,45,50,80,-,-,-,-,-,-,-,-,80,-,-,97-99,35,2016,190
12966,23,10/05/1997,DAVID CHAVEZ,2.0 Stars,2.0 Stars,Durable,40,45,55,40,-,-,40,45,40,-,-,-,-,-,-,88-90,50,2016,191
11610,25,05/27/1996,SRETEN KUKCENJAC,2.5 Stars,2.5 Stars,Normal,60,50,45,80,60,80,80,-,-,-,-,-,-,-,-,96-98,45,2015,188
12276,28,11/24/1992,MAURIO STROVEGNI,2.0 Stars,2.0 Stars,Normal,50,45,50,50,-,-,-,-,50,-,-,-,-,-,-,91-93,25,2014,189
13024,22,07/30/1998,Abbudin Aswad,1.5 Stars,1.5 Stars,Durable,50,40,30,70,45,40,-,-,50,-,-,-,-,-,-,95-97,55,2018,192
11729,28,02/14/1993,HUD BIN KARIF,1.5 Stars,1.5 Stars,Normal,50,30,35,80,-,-,60,-,-,-,-,-,-,-,-,97-99,25,2014,190
10146,29,04/15/1992,Ken Felber,2.5 Stars,2.5 Stars,Normal,50,45,50,50,50,-,55,50,55,-,-,-,-,50,-,95-97,55,2012,195
15804,22,07/16/1998,Valentin Lobatos,1.5 Stars,2.0 Stars,Normal,55,45,45,80,50,-,-,-,-,-,-,-,-,-,-,96-98,35,2020,191
11560,24,09/03/1996,EDWARD MCDONNELL,2.0 Stars,2.0 Stars,Normal,40,50,50,45,40,-,-,-,-,40,-,-,-,-,-,94-96,45,2015,189
13081,22,07/01/1998,Bruno Sells,2.0 Stars,2.5 Stars,Normal,60,45,50,80,-,80,-,-,-,-,-,-,-,-,-,95-97,25,2017,190
15863,18,06/11/2002,Dusan Zupljanin,1.0 Stars,2.0 Stars,Normal,45,45,60,45,50,-,45,40,-,-,-,-,-,-,-,88-90,35,2021,191
15068,19,11/17/2001,Reuben de Leeuw,1.0 Stars,2.0 Stars,Normal,40,45,55,40,-,-,40,-,-,-,-,-,-,-,-,86-88,40,2020,192
15573,20,09/01/2000,Akeno Kudo,1.5 Stars,2.0 Stars,Normal,70,45,45,80,-,75,-,60,-,75,-,-,-,-,-,93-95,35,2019,189
15726,19,04/24/2002,Joshua Peet,0.5 Stars,2.0 Stars,Normal,45,45,45,45,50,-,50,-,-,-,-,-,-,-,-,87-89,40,2021,192
8384,31,08/22/1989,BRUCE RAMSEY,2.0 Stars,2.0 Stars,Wrecked,75,20,55,75,50,-,-,-,80,-,-,-,-,-,-,94-96,40,2007,158
13928,25,09/30/1995,Keith Smith,1.5 Stars,1.5 Stars,Normal,45,25,20,45,45,45,-,-,-,-,-,-,-,-,-,90-92,35,2017,191
9197,30,02/11/1991,BRENT CITO,2.0 Stars,2.0 Stars,Iron Man,50,40,45,65,50,-,-,50,-,30,-,-,-,-,-,94-96,60,2009,173
14438,20,08/07/2000,Brad Hogan,1.5 Stars,2.0 Stars,Normal,50,35,40,60,45,-,-,-,-,55,40,-,-,-,-,93-95,55,2019,190
13847,21,06/30/1999,Yeong-sam Lee,1.5 Stars,1.5 Stars,Normal,50,30,40,65,-,-,55,-,-,-,-,-,-,-,-,95-97,25,2018,194
13272,23,12/21/1997,Jamie Wells,2.0 Stars,2.0 Stars,Normal,50,45,50,60,50,-,-,55,-,-,-,-,-,-,-,93-95,60,2017,192
8188,34,06/03/1986,JOHN BECKHAM,2.0 Stars,2.0 Stars,Iron Man,45,55,40,45,50,-,50,-,-,-,-,-,-,-,-,91-93,60,2006,156
16197,23,03/02/1998,Teko Diepstraten,2.0 Stars,2.5 Stars,Normal,75,50,50,70,75,-,-,-,-,-,-,-,-,-,-,93-95,45,2020,194
13224,23,01/19/1998,David Gonzalez,1.5 Stars,2.5 Stars,Normal,80,35,45,80,-,-,80,-,-,-,-,-,-,-,-,96-98,20,2017,193
12991,26,06/20/1994,MATT HALLBAUER,2.5 Stars,2.5 Stars,Normal,45,50,55,50,50,-,-,35,45,-,-,-,-,-,-,91-93,55,2016,195
11007,25,12/24/1995,MYRON PENNINGTON,2.0 Stars,2.0 Stars,Normal,80,40,40,80,60,-,80,80,70,80,-,-,-,-,-,96-98,30,2014,193
11417,26,02/11/1995,MAXIMINO ROSSITO,2.0 Stars,2.0 Stars,Normal,60,25,45,80,-,70,-,-,-,-,-,-,-,-,-,94-96,20,2013,191
12418,23,08/27/1997,BENEDITO FRADESSO,1.5 Stars,1.5 Stars,Normal,40,40,45,40,45,-,-,45,-,-,-,-,-,-,-,92-94,45,2019,192
13344,22,08/12/1998,Jesus Torres,1.0 Stars,1.5 Stars,Normal,55,30,35,80,55,75,-,50,65,-,-,-,-,-,-,95-97,45,2021,195
11587,25,05/05/1996,TASHIRO UEDA,1.5 Stars,1.5 Stars,Normal,45,35,40,65,45,-,50,-,-,-,-,-,-,-,-,93-95,40,2018,196
16241,19,02/14/2002,Armando Anunciada,1.5 Stars,2.0 Stars,Normal,50,45,45,50,50,50,50,-,50,-,-,-,-,55,-,90-92,55,2021,196
11559,24,10/06/1996,ED HAYDON,1.5 Stars,2.0 Stars,Normal,55,40,45,80,55,75,50,55,-,-,-,-,-,-,-,95-97,40,2015,194
12435,23,01/18/1998,KYUNG-BAE KIM,2.0 Stars,2.5 Stars,Normal,65,50,50,-,45,80,80,-,-,80,-,50,-,-,-,96-98,55,2016,197
13260,26,08/22/1994,Geaney Munnelly,1.5 Stars,1.5 Stars,Normal,50,40,35,55,-,-,55,55,-,-,-,-,-,-,-,93-95,40,2018,197
16395,23,12/24/1997,John True,2.0 Stars,2.5 Stars,Normal,60,40,55,80,50,-,-,70,-,80,-,-,-,-,-,94-96,45,2020,196
13266,27,02/11/1994,Junzo Kaneko,1.5 Stars,1.5 Stars,Normal,45,25,40,55,35,-,45,45,-,-,-,-,-,-,-,94-96,45,2017,196
11718,28,11/10/1992,ACA KUKCENJAC,2.0 Stars,2.0 Stars,Fragile,50,45,45,55,-,-,-,45,-,55,-,-,-,35,-,94-96,50,2014,196
13946,21,10/14/1999,Josef Norder,1.5 Stars,2.0 Stars,Normal,55,45,40,60,50,70,-,-,55,-,-,-,-,-,-,94-96,45,2018,198
12960,24,05/12/1997,GUGLIELMO MORRA,1.5 Stars,1.5 Stars,Normal,45,30,40,-,45,50,55,-,40,50,-,-,-,50,-,95-97,35,2016,199
13388,22,06/14/1998,Hyo-kon Park,1.5 Stars,2.0 Stars,Normal,45,45,45,50,40,40,-,45,-,-,-,-,-,-,-,93-95,55,2018,199
15097,20,04/01/2001,Nikola Ralevic,1.5 Stars,2.0 Stars,Durable,50,40,50,-,45,65,65,-,60,40,-,-,-,-,-,95-97,60,2020,198
11756,24,08/18/1996,ZAKI BIN BUTRUS,1.5 Stars,2.0 Stars,Normal,45,40,60,50,50,-,50,45,-,-,-,-,-,-,-,93-95,60,2018,201
13791,27,05/11/1994,MATT CLAYTON,1.5 Stars,1.5 Stars,Fragile,40,40,40,40,-,45,-,40,-,-,-,-,-,-,-,88-90,55,2017,200
12355,28,01/03/1993,JOHN FITZSIMMONS,1.5 Stars,1.5 Stars,Fragile,50,30,45,50,55,65,50,40,-,-,50,-,-,-,-,92-94,60,2015,199
15598,19,04/17/2002,Jonathan Rodriguez,0.5 Stars,1.5 Stars,Durable,45,35,40,50,50,-,-,-,40,-,-,-,-,-,-,90-92,40,2020,201
15717,18,12/19/2002,Seung-jin Seol,0.5 Stars,1.5 Stars,Normal,40,40,45,45,30,45,40,-,-,-,-,-,-,25,-,89-91,50,2021,201
15095,19,08/06/2001,Brad Hash,1.0 Stars,2.0 Stars,Normal,60,40,50,80,65,-,-,75,-,-,-,-,-,-,-,93-95,45,2020,202
16406,19,03/26/2002,Mart Nijsten,1.0 Stars,2.0 Stars,Normal,45,45,50,50,50,-,-,-,50,-,-,-,-,-,-,90-92,55,2021,202
11544,28,11/22/1992,ELIJAH WORTHY,2.0 Stars,2.0 Stars,Normal,50,35,55,50,-,65,-,55,-,-,-,-,-,-,-,91-93,50,2014,201
11627,24,10/10/1996,CRAIG BARLOW,2.0 Stars,2.0 Stars,Normal,50,45,55,50,55,65,50,50,-,-,-,-,-,-,-,93-95,50,2015,201
13833,21,06/19/1999,Esteban Garcia,1.5 Stars,2.0 Stars,Normal,40,45,50,50,40,-,45,-,35,-,-,-,-,-,-,94-96,45,2021,203
12405,23,09/23/1997,ABDUL-GHAFUR BIN NAWAF,1.5 Stars,2.0 Stars,Fragile,55,40,45,80,-,-,80,-,-,-,-,-,-,-,-,96-98,30,2016,205
13818,25,09/15/1995,Antonio Jimenez,1.5 Stars,2.0 Stars,Fragile,60,30,55,75,-,-,65,-,-,-,-,-,-,-,-,94-96,25,2017,203
12386,24,03/06/1997,JULIO NUNO,2.0 Stars,2.5 Stars,Normal,65,50,45,80,-,80,-,-,-,-,-,-,-,-,-,95-97,50,2016,206
14487,21,05/20/2000,Ed Rowsell,1.5 Stars,2.0 Stars,Normal,60,50,45,80,50,65,70,-,65,-,-,-,-,75,-,97-99,50,2019,202
9035,32,05/01/1989,BOBBY SALAZAR,2.5 Stars,2.5 Stars,Normal,55,45,45,65,60,-,-,55,-,-,-,-,-,-,-,94-96,55,2008,189
15853,18,08/23/2002,Kevin Hardy,1.0 Stars,2.0 Stars,Normal,45,50,50,50,-,-,55,50,-,-,-,-,-,-,-,90-92,45,2021,206
13815,22,08/21/1998,Mike Vallen,2.0 Stars,2.0 Stars,Durable,50,40,40,55,45,-,-,45,-,-,-,-,-,-,-,94-96,50,2017,205
11777,24,09/05/1996,HYUN-KYU SIM,2.0 Stars,2.5 Stars,Durable,55,55,50,80,55,-,-,-,50,-,-,-,-,-,-,98-100,50,2015,205
13049,22,11/13/1998,Tony Vasques,1.5 Stars,1.5 Stars,Normal,50,40,40,55,45,-,-,-,-,50,-,-,-,-,-,92-94,40,2020,207
11645,23,07/31/1997,YASUMITSU MACHIDA,2.0 Stars,2.0 Stars,Normal,50,35,45,75,55,-,-,-,45,-,-,-,-,-,-,96-98,55,2015,206
15061,19,07/23/2001,Arend Struik,1.0 Stars,2.0 Stars,Normal,40,40,50,50,-,-,45,-,-,-,-,-,-,-,-,91-93,25,2020,208
15808,23,10/19/1997,John Auclair,1.5 Stars,2.0 Stars,Normal,50,45,45,50,-,-,-,55,-,55,-,-,-,-,-,90-92,55,2021,209
12303,27,08/12/1993,MIGUEL CARREON,2.0 Stars,2.0 Stars,Normal,65,35,50,65,-,-,60,-,-,-,-,-,-,-,-,92-94,25,2016,210
11570,24,02/02/1997,JOSH KNIGHT,1.5 Stars,2.0 Stars,Normal,50,40,45,55,55,-,60,55,55,-,-,-,-,-,-,95-97,50,2018,210
15634,18,07/25/2002,Niko Perisic,1.0 Stars,2.0 Stars,Normal,45,50,55,40,55,-,50,-,-,-,-,-,-,-,-,86-88,55,2020,209
10397,27,03/21/1994,Dan Fox,1.5 Stars,2.0 Stars,Durable,60,25,40,80,65,-,-,65,-,-,-,-,-,-,-,97-99,60,2012,216
14555,20,07/25/2000,Tim Knapp,1.5 Stars,2.0 Stars,Normal,80,30,45,80,-,-,80,-,-,-,-,-,-,-,-,96-98,30,2020,211
15614,20,04/28/2001,Fumio Suzuki,1.5 Stars,2.0 Stars,Normal,50,40,45,75,55,-,-,-,-,-,-,-,45,-,-,93-95,40,2020,212
13381,22,09/18/1998,David Avila,1.5 Stars,2.0 Stars,Normal,45,45,45,45,35,-,50,45,-,-,-,-,-,-,-,89-91,45,2018,214
10966,25,08/24/1995,CHRIS MATTHEWS,1.5 Stars,2.0 Stars,Durable,55,30,45,65,55,-,80,-,-,-,-,-,-,-,-,94-96,50,2017,212
12981,26,09/20/1994,STEVE WILBUR,2.0 Stars,2.0 Stars,Normal,45,45,50,50,-,-,-,40,-,45,-,-,-,-,-,90-92,25,2016,214
11475,25,09/07/1995,JESUS COTTO,2.0 Stars,2.0 Stars,Fragile,55,35,50,70,55,-,65,45,-,-,-,-,-,-,-,94-96,60,2014,213
13859,20,09/17/2000,Quitério Goyoneche,1.5 Stars,2.0 Stars,Normal,50,45,40,55,55,70,-,40,-,-,-,-,-,-,-,92-94,60,2021,214
13035,22,07/21/1998,Tony Harding,1.5 Stars,1.5 Stars,Normal,50,40,40,55,-,-,70,-,-,-,-,-,-,-,-,95-97,35,2017,213
15092,19,02/16/2002,Walter Howell,1.5 Stars,2.0 Stars,Normal,45,45,50,50,-,50,-,-,-,-,-,-,-,-,-,91-93,35,2020,214
12450,23,07/15/1997,JUSTIN MANEILLI,2.0 Stars,2.0 Stars,Normal,55,40,45,75,55,-,-,-,-,75,-,55,-,-,-,96-98,55,2016,215
14406,25,05/20/1996,Luciano Piontelli,1.5 Stars,2.0 Stars,Fragile,45,50,40,45,-,-,-,50,-,45,-,-,-,-,-,91-93,50,2018,215
13968,21,01/09/2000,Khuzaymah Hamid,1.5 Stars,2.0 Stars,Normal,55,45,40,80,55,-,-,-,-,-,-,-,-,-,-,94-96,25,2019,212
11555,28,12/21/1992,TEINOSUKE SASAKI,2.0 Stars,2.0 Stars,Fragile,50,30,50,45,50,45,45,-,50,-,-,-,-,-,-,90-92,55,2014,214
13219,27,02/11/1994,Joe Bryant,1.5 Stars,1.5 Stars,Normal,55,20,45,55,-,-,60,-,-,-,-,-,-,-,-,92-94,25,2018,217
11464,24,09/11/1996,SAM BURKS,2.0 Stars,2.0 Stars,Normal,45,35,45,55,35,-,50,-,45,-,-,-,-,-,-,96-98,40,2014,215
15045,20,03/23/2001,Pacu Curuvija,1.5 Stars,2.0 Stars,Normal,45,50,50,50,35,-,-,-,-,45,-,40,-,45,-,90-92,50,2020,216
15682,18,08/02/2002,Kaliq Fakih,1.0 Stars,2.0 Stars,Normal,40,45,50,45,40,-,40,-,-,-,-,-,-,-,-,88-90,45,2021,216
12911,24,10/24/1996,DAVE FLORES,1.5 Stars,2.0 Stars,Normal,35,55,40,40,35,-,35,-,-,40,-,-,-,-,-,89-91,60,2015,214
15822,17,06/10/2003,Alan Bigalow,1.0 Stars,2.0 Stars,Normal,45,40,50,45,50,45,45,45,-,50,-,-,-,-,-,89-91,45,2021,217
8346,32,12/09/1988,STEVE CARTER,2.0 Stars,2.0 Stars,Normal,45,45,50,50,-,-,-,-,45,-,-,-,-,-,-,91-93,45,2007,179
13264,23,09/10/1997,Corbin Fayard,1.5 Stars,2.0 Stars,Durable,50,45,45,50,50,45,-,-,50,-,-,45,-,-,-,91-93,70,2020,217
12978,26,08/04/1994,AARON HERRICK,2.0 Stars,2.0 Stars,Normal,80,30,40,75,-,80,-,-,-,80,-,-,-,50,-,93-95,25,2017,216
11638,25,05/31/1996,HARUYOSHI NAKI,2.0 Stars,2.5 Stars,Fragile,80,35,50,80,-,80,-,-,-,-,-,-,-,-,-,96-98,25,2015,215
11676,25,09/20/1995,RYUZO TABUCHI,2.0 Stars,2.0 Stars,Normal,40,45,45,45,35,-,-,-,50,-,-,-,-,-,-,93-95,45,2013,214
13225,24,04/24/1997,Abdul-Rahim bin Karif,2.0 Stars,2.0 Stars,Normal,40,45,50,-,45,50,45,-,-,40,-,-,-,-,-,91-93,50,2017,217
12280,25,06/25/1995,KHAIR AL DIN BIN SOFIAN,2.0 Stars,2.0 Stars,Normal,65,25,50,60,60,-,-,-,80,35,-,-,-,-,-,91-93,50,2014,217
15646,20,03/25/2001,Sung-hoon Ji,1.5 Stars,2.0 Stars,Normal,45,45,45,50,50,-,-,50,-,-,-,-,-,-,-,92-94,50,2020,218
14990,21,02/15/2000,Dong-min Lee,1.0 Stars,1.5 Stars,Normal,75,20,40,75,-,80,-,-,-,-,-,-,-,-,-,91-93,30,2019,215
13355,22,07/09/1998,Carlos Mata,1.0 Stars,1.5 Stars,Normal,40,30,45,50,45,-,45,-,-,-,-,-,-,-,-,92-94,45,2021,218
13187,24,02/27/1997,BOB MCKOWN,2.0 Stars,2.5 Stars,Normal,45,50,55,45,50,-,-,-,-,50,-,-,-,-,-,90-92,55,2016,219
13958,21,11/24/1999,Belarmino Mrtires,1.5 Stars,2.5 Stars,Normal,80,35,55,80,-,-,80,-,-,-,-,-,-,-,-,98-100,25,2018,219
13814,22,05/05/1999,Dan Meyer,2.0 Stars,2.5 Stars,Durable,80,65,40,80,-,-,-,-,75,80,-,-,-,-,-,94-96,35,2017,218
14403,25,12/09/1995,Urs Atema,2.0 Stars,2.0 Stars,Normal,65,40,50,80,45,80,45,-,-,-,-,-,-,-,-,94-96,30,2018,221
13929,22,06/17/1998,Rafael Garcia,1.5 Stars,2.5 Stars,Normal,50,45,50,75,45,50,55,55,-,-,-,-,-,-,-,96-98,55,2020,220
10619,26,02/17/1995,DUSTIN MCDONNELL,1.5 Stars,1.5 Stars,Normal,55,30,30,80,50,-,80,-,-,-,-,-,-,-,-,95-97,50,2014,219
13227,23,08/19/1997,Leon Norris,1.5 Stars,2.0 Stars,Fragile,60,40,50,80,65,-,-,-,-,-,-,-,-,-,-,93-95,30,2017,219
14602,20,12/18/2000,Ubadah bin Khaldun,1.5 Stars,2.0 Stars,Normal,45,45,45,45,40,-,-,-,-,40,-,-,-,-,-,89-91,30,2019,218
11509,25,11/12/1995,VERDIANO RONCALLI,1.5 Stars,2.0 Stars,Normal,55,45,40,70,-,-,65,-,-,-,-,-,-,-,-,94-96,35,2017,220
14405,24,06/17/1996,Arnáo Santarm,1.5 Stars,1.5 Stars,Normal,45,20,50,50,-,-,-,45,-,45,-,-,-,-,-,92-94,55,2018,222
11726,28,02/20/1993,ROY BRUCE,1.5 Stars,1.5 Stars,Normal,55,35,40,60,40,-,-,-,-,55,-,-,45,-,-,94-96,35,2014,221
13834,23,05/20/1998,Ramon Medina,1.0 Stars,1.5 Stars,Normal,50,25,35,65,55,-,-,-,-,-,-,-,-,-,-,92-94,30,2021,222
13838,22,03/11/1999,Ignacio Gamez,1.5 Stars,2.0 Stars,Fragile,65,50,45,65,65,-,-,-,75,-,-,-,-,-,-,92-94,65,2018,224
15692,19,04/14/2002,Jeremie Lambertini,0.5 Stars,2.0 Stars,Normal,55,45,50,70,-,-,55,-,-,-,-,-,-,-,-,89-91,25,2021,223
12984,22,08/21/1998,DESIDERIO ROMANELLI,2.0 Stars,2.0 Stars,Normal,55,40,30,80,45,80,-,-,35,-,-,-,-,-,-,97-99,30,2016,224
14423,25,03/19/1996,Ernesto Cordova,1.5 Stars,2.0 Stars,Normal,50,50,45,55,50,50,55,-,50,-,-,-,-,-,-,93-95,55,2018,225
13836,26,05/22/1995,Ben Johnson,1.5 Stars,1.5 Stars,Durable,55,30,45,50,-,-,55,-,-,65,-,-,-,-,-,91-93,30,2017,223
12970,27,01/25/1994,BERT RODRIGUEZ,1.5 Stars,1.5 Stars,Normal,45,30,45,-,-,-,50,-,-,50,-,-,-,-,-,93-95,30,2016,225
11599,24,07/03/1996,ENRIQUE SORIA,2.0 Stars,2.0 Stars,Normal,55,50,50,-,60,-,-,-,-,80,-,-,-,-,-,98-100,35,2015,222
9109,34,11/29/1986,MARK SCHLOBOHM,2.0 Stars,2.0 Stars,Iron Man,40,40,45,50,-,20,-,-,-,-,-,-,-,-,-,93-95,30,2008,209
13242,23,07/13/1997,Moritz Schouten,1.5 Stars,1.5 Stars,Normal,55,30,45,80,-,70,-,-,-,-,-,-,-,-,-,95-97,25,2020,225
13793,23,03/06/1998,TIMMY FEENSTRA,2.0 Stars,2.0 Stars,Normal,40,50,50,40,45,-,-,45,-,-,-,-,-,-,-,88-90,30,2016,227
