ID,POS,Name,ORG,Lev,DOB,B,OVR,POT,LEA,LOY,AD,FIN,WE,INT,Type,Prone,Left,HT P,CON P,GAP P,POW P,EYE P,K P,SPE,SR,STE,Sct,SctAcc,Draft,OA Pick
12810,SP,Nicky Beaumont,HON,AAA,04/13/1996,L,2.0 Stars,2.0 Stars,H,N,H,N,N,N,Normal,Fragile,-,25,30,30,25,40,35,30,30,20,Jun. 8th   2021,V.High,0,0
17371,SP,Steve Beaupre,CUR,INT,01/04/2004,L,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,25,25,30,30,50,30,25,20,20,Apr. 2nd   2021,Low,0,0
13553,LF,Jamie Beavan,CAL,AA,01/18/1998,L,2.0 Stars,2.5 Stars,L,L,N,H,N,N,Selfish,Normal,-,55,55,40,60,40,55,40,40,35,May 20th   2021,High,0,0
17416,2B,Roberto Becerra,CUR,INT,02/05/2004,R,1.0 Stars,3.0 Stars,N,N,N,N,N,H,Unknown,Normal,-,80,75,50,40,45,65,55,50,55,May 13th   2021,Avg,0,0
10642,C,BILL BECK,LDN,AAA,11/23/1994,R,2.0 Stars,2.0 Stars,H,N,H,L,H,N,Captain,Durable,-,45,50,35,25,45,55,35,40,35,Mar. 10th   2021,High,2013,169
13248,C,Jason Beck,NKO,AAA,02/06/1994,R,1.5 Stars,1.5 Stars,N,H,H,L,H,L,Humble,Normal,-,45,45,45,45,45,50,30,35,35,Jun. 27th   2021,V.High,2017,135
15839,SP,Matt Beck,NKO,R,03/03/2003,R,1.0 Stars,2.5 Stars,N,H,H,N,N,N,Unknown,Normal,-,25,25,25,30,30,25,25,30,25,Jun. 23rd   2021,V.High,2021,74
10912,RP,Jeremy Becker,SMT,MLB,06/01/1995,S,2.5 Stars,2.5 Stars,N,N,N,L,L,N,Normal,Normal,-,45,40,30,30,20,35,20,20,20,Jun. 5th   2021,V.High,2013,13
15781,3B,Brian Beckett,DEN,R,06/20/2002,L,1.0 Stars,2.0 Stars,N,N,N,L,N,L,Unknown,Normal,-,50,55,45,45,50,60,30,20,30,Jun. 24th   2021,V.High,2020,121
11793,RP,Carl Beckett,LON,AAA,05/20/1996,S,2.0 Stars,2.0 Stars,N,H,N,N,H,N,Normal,Durable,-,45,45,30,25,45,40,25,30,20,May 18th   2021,V.High,2015,60
8188,SP,JOHN BECKHAM,TOR,AAA,06/03/1986,R,2.0 Stars,2.0 Stars,N,N,N,L,N,N,Normal,Iron Man,-,40,35,35,20,20,30,20,20,20,Jun. 23rd   2021,V.High,2006,156
14104,LF,Cecil Beckmann,AMS,AA,03/06/1999,L,1.5 Stars,2.5 Stars,N,N,N,L,N,H,Normal,Normal,-,55,50,50,60,50,50,65,55,60,Mar. 10th   2021,Avg,0,0
13865,SP,Omarion Bedford,CLE,AA,11/27/1999,R,1.5 Stars,2.0 Stars,N,N,H,L,N,N,Normal,Normal,-,45,45,30,30,35,45,25,20,20,Jun. 2nd   2021,V.High,2018,91
11798,RP,JOHN BEDLECOM,ADE,A,07/28/1996,S,2.0 Stars,2.0 Stars,N,H,H,L,H,N,Humble,Fragile,-,20,25,30,20,35,30,30,30,20,Jul. 5th   2021,V.High,2015,126
10114,SP,Ryan Beebe,NKO,MLB,12/02/1992,R,2.0 Stars,2.0 Stars,H,N,H,N,N,N,Normal,Durable,-,20,20,25,45,20,20,20,25,20,Jun. 16th   2021,V.High,2011,44
13955,SP,Nick Beer,LDN,AA,03/29/2000,R,1.5 Stars,2.5 Stars,N,N,N,L,N,N,Humble,Fragile,-,40,40,30,25,35,40,20,20,20,Jun. 21st   2021,V.High,2018,86
16071,SP,Brendan Begum,SMT,R,11/04/2001,R,0.5 Stars,1.5 Stars,N,H,N,N,L,N,Unknown,Normal,-,40,30,25,25,30,25,25,20,20,Jun. 28th   2021,V.High,0,0
13295,RP,Owen Begum,AMS,AA,06/17/1998,R,2.0 Stars,2.0 Stars,N,N,H,N,N,N,Fan Fav,Normal,-,20,25,30,35,35,30,30,30,25,Jun. 2nd   2021,V.High,2017,1
11967,3B,Breno Beja,CAL,AA,03/11/1995,R,2.0 Stars,2.0 Stars,H,H,N,N,N,N,Normal,Normal,-,55,55,45,45,45,55,60,50,50,Mar. 13th   2021,High,0,0
16610,SP,Donald Bekker,SMT,INT,06/25/2002,L,0.5 Stars,1.5 Stars,U,U,U,U,U,U,Unknown,Normal,-,25,25,25,30,45,25,35,30,20,Apr. 1st   2021,Low,0,0
16429,LF,Gerry Belgrove,-,-,08/01/2003,L,1.0 Stars,4.5 Stars,N,L,N,N,N,N,Unknown,Normal,-,55,45,45,80,80,35,35,25,30,Mar. 21st   2021,Avg,0,0
14647,SP,Sanho Belino,ADE,R,02/16/2000,R,1.5 Stars,1.5 Stars,N,N,L,N,L,L,Unmotivated,Fragile,-,45,45,35,25,40,45,25,20,20,Jun. 1st   2021,V.High,0,0
15078,1B,Clyde Belk,RME,R,08/09/2001,R,1.5 Stars,2.5 Stars,N,N,N,N,H,L,Unknown,Normal,-,55,55,50,55,40,60,25,35,35,Apr. 18th   2021,High,2020,136
16013,RF,Cameron Bell,LON,AA,06/10/2001,R,2.0 Stars,2.5 Stars,N,N,N,N,H,N,Unknown,Normal,-,60,60,50,55,55,55,50,40,45,Jul. 2nd   2021,V.High,0,0
17502,SP,Todd Bell,LAP,INT,11/01/2003,R,0.5 Stars,2.0 Stars,N,H,N,N,N,N,Unknown,Normal,-,35,35,25,20,30,30,30,25,20,May 28th   2021,Avg,0,0
12377,RP,TONY BELL,-,-,02/19/1998,L,1.5 Stars,2.0 Stars,N,L,L,N,N,L,Normal,Normal,-,25,30,30,25,40,35,25,20,20,Jul. 6th   2020,High,2016,156
11948,CF,Cain Bellett,-,-,02/05/1996,S,1.5 Stars,1.5 Stars,L,L,N,H,N,N,Selfish,Normal,-,45,45,35,40,45,45,60,50,45,Feb. 9th   2021,V.High,0,0
12724,SP,Rafael Bellett,-,-,07/23/1997,R,1.5 Stars,1.5 Stars,N,L,N,N,N,N,Normal,Durable,-,35,40,30,25,35,40,20,30,20,Jun. 26th   2021,V.High,0,0
15350,C,Pamphile Bellini,-,-,04/22/2001,R,1.0 Stars,1.5 Stars,N,N,N,N,N,N,Unknown,Normal,-,45,40,45,40,45,25,25,25,20,Mar. 20th   2021,V.High,0,0
16157,CF,Daniel Benavides,TOK,INT,07/21/2002,L,1.0 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,Normal,-,50,50,45,50,40,50,55,60,55,Jun. 8th   2021,High,0,0
17809,CF,Roberto Benavides,LAP,INT,01/05/2005,R,1.0 Stars,2.5 Stars,N,N,N,N,N,N,Unknown,Normal,-,50,60,55,50,45,70,40,40,40,May 31st   2021,Avg,0,0
11245,RF,Bryce Bence,-,-,12/22/1994,L,2.0 Stars,2.0 Stars,N,N,H,N,H,N,Normal,Normal,-,45,50,50,50,45,50,75,75,75,May 22nd   2021,V.High,0,0
17381,CF,Eduardo Bendinelli,TOK,INT,03/31/2004,S,1.0 Stars,2.0 Stars,N,N,H,N,N,N,Unknown,Normal,-,50,50,40,50,45,55,35,50,45,Apr. 25th   2021,Low,0,0
17581,SP,Lamberto Benedettini,-,-,05/13/2001,L,1.5 Stars,2.5 Stars,U,U,U,U,U,U,Unknown,Durable,-,30,25,25,35,25,30,30,25,25,Feb. 27th   2021,Low,0,0
12483,RF,Nicoli Benedettini,RME,AA,12/15/1996,L,2.0 Stars,2.0 Stars,N,N,L,N,H,L,Normal,Normal,-,50,55,55,40,40,65,70,60,60,Jul. 2nd   2021,V.High,0,0
13978,RP,Zion Benford,TOR,R,09/27/1999,R,1.0 Stars,1.5 Stars,N,N,N,N,H,N,Normal,Fragile,-,35,35,30,25,35,40,25,20,20,Mar. 15th   2021,Avg,2018,244
13469,RF,Frank Benitez,-,-,12/29/1997,L,1.5 Stars,2.0 Stars,N,N,N,N,H,N,Normal,Normal,-,35,50,40,30,45,70,35,30,30,Jul. 30th   2020,Avg,0,0
14574,LF,Jose Benitez,HON,A,08/11/2000,R,1.5 Stars,2.5 Stars,N,N,N,N,H,N,Unknown,Normal,-,55,55,50,50,45,55,70,65,65,May 21st   2021,V.High,2019,18
11200,CF,Luis Benitez,DEN,AAA,10/25/1995,R,2.0 Stars,2.0 Stars,N,N,N,L,N,N,Humble,Durable,-,45,45,45,55,45,50,70,45,45,Jun. 24th   2021,V.High,0,0
15417,C,Tommy Benitez,CAL,R,12/29/2000,S,1.0 Stars,2.0 Stars,L,N,L,N,L,L,Unmotivated,Normal,-,50,40,40,55,35,30,25,25,20,Mar. 19th   2021,Avg,0,0
16730,3B,Tony Benitez,CUR,INT,03/27/2003,S,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,50,50,45,40,40,50,30,30,25,Mar. 15th   2021,Low,0,0
14564,RP,Brenden Bennett,-,-,10/07/2000,L,1.5 Stars,2.0 Stars,H,L,N,N,N,N,Unknown,Normal,-,40,40,40,20,35,40,25,30,20,Mar. 26th   2021,V.High,0,0
17349,SP,Harley Bennett,CLE,INT,10/07/2003,R,0.5 Stars,2.0 Stars,H,N,N,N,H,N,Unknown,Normal,-,20,25,30,25,30,30,25,25,25,Jun. 16th   2021,Avg,0,0
9142,LF,J.P. BENNETT,-,-,05/10/1987,L,2.0 Stars,2.0 Stars,L,N,N,N,N,N,Normal,Durable,-,40,45,50,40,50,45,60,75,75,Jan. 23rd   2021,V.High,2008,104
15058,SP,Adam Bennetts,CAL,R,03/31/2001,R,1.5 Stars,2.0 Stars,N,N,N,N,N,H,Unknown,Durable,-,20,25,35,30,45,30,20,20,20,Jul. 3rd   2021,V.High,2020,119
14675,SP,Reuben Bennis,ADE,AA,10/11/1999,L,2.0 Stars,3.0 Stars,N,N,N,N,N,N,Normal,Normal,-,25,25,35,25,35,30,20,30,25,Jun. 19th   2021,V.High,0,0
13287,C,John Benoit,SMT,AAA,03/12/1998,R,2.0 Stars,2.5 Stars,N,N,N,L,N,N,Fan Fav,Durable,-,50,50,50,55,45,50,30,30,30,Jun. 6th   2021,V.High,2017,21
11460,SP,PASCAL BERCOVICI,VAN,AAA,05/04/1994,R,2.0 Stars,2.0 Stars,H,L,L,L,N,N,Normal,Normal,-,25,30,30,25,45,35,35,45,35,Jun. 26th   2021,V.High,2016,130
16072,C,Stefano Bercovici,-,-,08/04/2002,L,1.0 Stars,1.5 Stars,U,U,U,U,U,U,Unknown,Normal,-,30,45,40,40,40,50,35,35,40,Sep. 2nd   2020,Low,0,0
15413,2B,Antão Berge,CLE,R,05/06/2001,R,1.0 Stars,2.0 Stars,N,N,N,H,N,L,Outspoken,Normal,-,50,50,50,50,45,50,55,45,40,Jun. 19th   2021,High,0,0
16359,SP,Manny Bergsma,-,-,05/18/2002,S,0.5 Stars,1.5 Stars,U,U,U,U,U,U,Unknown,Normal,-,30,25,30,30,30,25,20,20,20,Sep. 17th   2020,Low,0,0
17137,SS,Nalle Berkel,DUB,INT,06/24/2003,R,1.0 Stars,1.5 Stars,U,U,U,U,U,U,Unknown,Normal,-,45,50,35,30,45,55,40,35,30,Dec. 12th   2020,Low,0,0
10820,SP,Elliot Berland,GAL,AAA,06/15/1990,R,2.0 Stars,2.0 Stars,N,N,H,L,N,H,Humble,Normal,-,30,30,30,25,25,25,20,20,20,Jun. 3rd   2021,V.High,2012,61
17498,LF,Aubert Bermani,DUB,INT,08/12/2003,L,1.0 Stars,2.5 Stars,N,H,H,N,H,N,Unknown,Normal,-,55,65,55,40,45,70,55,50,50,Jul. 4th   2021,High,0,0
15053,SP,Omar Bermudez,-,-,08/26/2002,S,0.5 Stars,1.5 Stars,N,L,H,N,N,N,Unknown,Normal,-,50,45,40,30,40,45,25,20,20,Jun. 1st   2021,V.High,0,0
10280,C,Alberto Bernal,CAL,AAA,07/07/1992,R,2.0 Stars,2.0 Stars,N,N,H,N,N,N,Normal,Normal,-,50,50,40,35,40,50,30,25,30,Mar. 16th   2021,High,0,0
12611,RP,Danny Bernal,-,-,09/29/1996,L,1.5 Stars,1.5 Stars,N,N,H,L,H,N,Normal,Normal,-,20,25,30,30,35,30,25,25,20,Jun. 21st   2021,V.High,0,0
13162,RP,IVAN BERNAL,-,-,11/08/1992,R,1.5 Stars,1.5 Stars,L,N,N,N,N,H,Normal,Normal,-,30,30,30,20,30,35,20,30,35,Jun. 23rd   2021,V.High,2015,109
12749,LF,Joel Bernal,CAL,AAA,03/20/1997,L,2.0 Stars,2.5 Stars,N,H,L,N,N,H,Normal,Normal,-,55,55,50,55,40,55,60,65,55,May 22nd   2021,High,0,0
14197,3B,Omar Bernal,STU,A,05/25/1998,R,1.5 Stars,2.0 Stars,N,N,H,N,N,N,Normal,Normal,-,45,45,45,50,40,45,45,45,50,May 31st   2021,V.High,0,0
16317,SP,Willie Bernal,-,-,09/28/2003,R,1.0 Stars,2.5 Stars,N,N,N,L,N,L,Unknown,Normal,-,20,20,20,25,30,25,30,20,20,May 26th   2021,V.High,0,0
14276,SS,Jeff Bernard,LON,AA,08/16/1999,R,1.5 Stars,2.0 Stars,N,N,N,N,N,L,Outspoken,Durable,-,45,50,40,30,40,55,45,55,60,Jun. 8th   2021,V.High,0,0
16339,RF,Olivier Bernard,-,-,12/30/2002,R,1.0 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,Normal,-,50,55,45,45,50,65,35,25,25,Mar. 27th   2021,High,0,0
15601,SP,Chris Berreles,STU,A,03/06/1998,R,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,Normal,-,40,35,20,25,25,20,20,25,20,Jun. 18th   2021,V.High,2020,74
14157,RP,Cesar Berrios,-,-,05/19/1999,S,1.5 Stars,1.5 Stars,H,H,N,N,H,N,Normal,Fragile,-,25,30,35,30,40,35,35,25,25,Feb. 14th   2021,V.High,0,0
15207,SP,Jonathan Berrios,LON,R,04/23/2000,R,1.5 Stars,2.0 Stars,N,N,H,N,N,N,Normal,Normal,-,30,35,35,25,35,40,25,20,20,Jun. 11th   2021,V.High,0,0
15158,RP,Sergio Berrios,-,-,01/21/2001,R,1.5 Stars,1.5 Stars,N,N,N,N,N,N,Normal,Normal,-,40,40,35,30,35,40,25,20,20,Feb. 14th   2021,V.High,0,0
10045,RP,MIKE BERRY,LON,MLB,06/03/1991,R,2.0 Stars,2.0 Stars,N,N,N,L,H,N,Normal,Iron Man,-,30,30,35,25,20,25,20,20,25,Jun. 24th   2021,V.High,2010,154
12968,RP,MIKE BERTEL,STU,A,04/17/1997,R,1.5 Stars,1.5 Stars,N,N,N,N,N,H,Prankster,Normal,-,35,40,35,30,40,40,30,25,20,May 24th   2021,V.High,2019,172
13695,RP,Lázaro Bertrand,-,-,05/17/1998,L,1.5 Stars,1.5 Stars,N,N,L,N,N,N,Normal,Normal,-,35,40,30,20,35,40,25,20,20,May 29th   2021,V.High,0,0
13539,RP,Valerio Bessi,VAN,AA,08/13/1998,R,2.0 Stars,2.0 Stars,L,N,N,N,N,N,Normal,Normal,-,40,40,30,20,35,40,25,20,20,Jun. 3rd   2021,High,0,0
13873,C,Mat Bester,-,-,01/30/2000,S,1.5 Stars,2.0 Stars,N,N,N,L,N,N,Normal,Normal,-,50,45,50,50,45,45,35,25,20,Apr. 24th   2021,V.High,2018,115
11528,RP,KYLE BETANCOURT,LDN,MLB,08/24/1992,L,2.0 Stars,2.0 Stars,N,N,H,N,N,N,Normal,Normal,-,30,35,30,20,30,40,20,25,20,May 29th   2021,V.High,2014,103
14963,2B,Marcus Bethea,TOK,A,09/15/2000,R,1.0 Stars,1.5 Stars,N,L,L,H,L,L,Outspoken,Normal,-,45,50,35,30,35,50,60,45,40,May 15th   2021,Avg,0,0
14255,2B,Hector Betrutti,STU,A,06/19/1998,S,1.5 Stars,2.0 Stars,N,N,N,L,H,N,Normal,Normal,-,50,50,45,45,35,50,45,50,45,Mar. 10th   2021,Avg,0,0
15847,RP,Marius Bettini,LDN,R,05/09/2002,R,1.5 Stars,2.5 Stars,N,N,N,L,H,N,Unknown,Normal,-,35,30,25,25,35,30,20,20,20,Jun. 7th   2021,High,2021,31
14176,RP,Chris Beveridge,LDN,A,02/19/1999,R,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Normal,Normal,-,45,45,30,20,40,45,30,35,50,Jun. 13th   2021,V.High,0,0
15720,SP,Conor Beveridge,DUB,R,05/14/2003,S,1.0 Stars,2.0 Stars,N,N,H,N,N,L,Unknown,Normal,-,45,35,25,30,45,30,20,20,20,Jul. 3rd   2021,V.High,2021,132
14484,RP,Giacomo Bianchi,LAP,A,06/02/2000,R,2.0 Stars,2.0 Stars,N,N,N,N,L,N,Unknown,Normal,-,20,25,30,30,35,25,25,20,20,Jun. 16th   2021,V.High,2019,147
17743,CF,Bill Bicking,-,-,05/11/2005,R,1.0 Stars,2.0 Stars,N,H,L,L,H,N,Unknown,Normal,-,50,50,50,50,45,50,55,55,70,Mar. 21st   2021,Avg,0,0
17652,RF,Violante Bidet,-,-,06/02/2005,L,1.0 Stars,3.0 Stars,N,N,N,N,N,N,Unknown,Normal,-,60,70,50,50,40,70,30,30,40,May 10th   2021,Avg,0,0
16181,SP,Akke Bierman,LON,INT,02/06/2002,R,0.5 Stars,2.0 Stars,N,N,N,N,H,N,Unknown,Normal,-,25,25,30,25,30,25,25,25,20,May 23rd   2021,Avg,0,0
15822,SP,Alan Bigalow,TOR,R,06/10/2003,R,0.5 Stars,2.0 Stars,N,N,L,N,L,N,Unknown,Normal,-,25,25,25,35,30,25,35,25,25,Jun. 23rd   2021,V.High,2021,217
12176,3B,Mike Bigalow,HON,AA,12/06/1995,R,2.0 Stars,2.0 Stars,N,N,H,L,N,N,Normal,Fragile,-,45,50,65,50,40,50,60,55,50,May 23rd   2021,V.High,0,0
16760,RP,Thomas Bigalow,TOR,INT,02/04/2003,R,0.5 Stars,1.5 Stars,N,N,L,N,L,N,Unknown,Normal,-,30,25,25,30,30,30,25,20,20,May 7th   2021,Avg,0,0
16331,SS,Leen Bikker,-,-,04/08/2003,R,1.0 Stars,4.0 Stars,N,N,N,L,N,N,Unknown,Normal,-,60,65,80,55,60,70,55,50,50,May 27th   2021,High,0,0
11025,RP,JUSTIN BILLETT,LDN,AAA,12/22/1995,L,2.0 Stars,2.0 Stars,H,N,N,H,N,H,Normal,Fragile,-,50,50,40,25,20,45,20,20,25,Jun. 1st   2021,V.High,2014,123
12504,SP,Ratib bin Afeef,TOR,AA,02/19/1995,R,1.5 Stars,1.5 Stars,N,N,L,N,L,L,Normal,Fragile,-,25,25,35,25,35,30,25,25,20,May 27th   2021,V.High,0,0
17338,SP,Talib bin Ahmed,TOR,INT,01/11/2004,L,1.0 Stars,2.0 Stars,N,N,N,L,N,N,Unknown,Normal,-,30,30,20,30,35,30,20,20,20,May 31st   2021,Avg,0,0
13984,1B,Kareem bin Akil,LDN,A,10/10/1998,R,2.0 Stars,2.0 Stars,N,N,N,N,H,N,Normal,Durable,-,55,45,45,55,30,35,60,60,65,Mar. 11th   2021,High,0,0
16316,C,Wafeeq bin Ala',-,-,09/30/2003,L,1.0 Stars,2.0 Stars,H,N,N,N,N,N,Unknown,Normal,-,50,50,45,45,50,45,30,20,20,Feb. 20th   2021,High,0,0
16671,SP,Ameer bin Alim,-,-,10/03/2002,R,0.5 Stars,1.5 Stars,N,N,N,N,H,N,Unknown,Normal,-,45,35,25,25,30,20,20,20,20,Jun. 18th   2021,V.High,0,0
17359,SP,Suhayb bin Aliyy,NKO,INT,10/24/2003,R,0.5 Stars,1.5 Stars,N,N,N,L,H,N,Unknown,Fragile,-,30,30,30,30,35,30,20,20,20,Jun. 10th   2021,High,0,0
13412,LF,Tawfiq bin Aliyy,CUR,AAA,05/30/1994,R,2.0 Stars,2.0 Stars,U,U,U,U,U,U,Normal,Normal,-,35,45,45,35,50,60,35,45,50,Jul. 7th   2020,Low,0,0
13195,RF,NASIR BIN AMJAD,HAV,AAA,03/25/1997,L,2.0 Stars,2.0 Stars,L,N,L,L,H,H,Normal,Normal,-,55,55,45,50,45,55,40,45,40,Jun. 3rd   2021,V.High,2016,98
14890,RP,Omran bin Amjad,-,-,06/07/1999,S,1.0 Stars,1.5 Stars,N,N,L,N,L,N,Unmotivated,Normal,-,35,40,35,25,40,40,25,25,30,Mar. 29th   2021,V.High,0,0
12321,3B,Amin bin Arif,VAN,AA,02/25/1997,R,2.0 Stars,2.0 Stars,N,H,N,N,N,N,Normal,Normal,-,50,50,45,45,45,55,45,60,60,Jun. 30th   2021,V.High,2015,34
15225,SP,Maimun bin Asif,SMT,A,08/12/2000,R,1.5 Stars,2.0 Stars,N,L,N,N,N,N,Normal,Normal,-,25,30,35,25,30,35,25,30,30,Jun. 19th   2021,V.High,0,0
13293,1B,Azeem bin Atif,NKO,AAA,09/25/1994,R,1.5 Stars,1.5 Stars,N,N,N,H,N,N,Normal,Normal,-,45,45,35,35,35,45,20,25,20,May 30th   2021,High,2017,215
15067,CF,Moukib bin Aza,SMT,R,10/21/2001,L,1.0 Stars,2.0 Stars,L,L,N,H,N,N,Unknown,Normal,-,50,50,45,55,40,50,55,45,45,Mar. 9th   2021,Avg,2020,229
15090,RF,Maudad bin Azeem,DUB,R,07/17/2001,L,1.5 Stars,2.0 Stars,L,L,N,H,N,N,Unknown,Durable,-,50,50,50,50,40,55,55,40,35,May 23rd   2021,High,2020,155
13138,SP,Ubaydah bin Azhar,TOK,AA,12/29/1997,R,1.5 Stars,1.5 Stars,N,H,L,L,H,N,Normal,Normal,-,30,35,30,25,35,40,30,25,20,Jun. 4th   2021,V.High,0,0
16278,CF,Seif al Din bin Azim,-,-,05/10/2003,S,1.0 Stars,3.0 Stars,N,N,N,N,N,N,Unknown,Normal,-,55,45,65,75,80,35,60,60,60,Mar. 26th   2021,High,0,0
17763,SP,Zakiy bin Badr,-,-,03/15/2005,R,1.5 Stars,4.0 Stars,N,N,N,H,H,H,Unknown,Normal,-,50,45,30,30,30,35,20,25,20,Apr. 20th   2021,Avg,0,0
16941,SP,Abdul-Mu'izz bin Baha,-,-,07/02/2004,R,0.5 Stars,1.5 Stars,N,H,N,L,H,N,Unknown,Normal,-,20,25,30,35,25,25,25,30,20,Mar. 18th   2021,High,0,0
13201,RP,HAMZAH BIN BASIL,CLE,MLB,07/13/1993,S,2.5 Stars,2.5 Stars,N,N,N,N,N,L,Normal,Fragile,-,30,35,30,20,35,40,25,30,25,Jun. 13th   2021,V.High,2016,49
11508,3B,NAIF NA'IL BIN BASSAM,DEN,AAA,05/07/1995,R,2.0 Stars,2.0 Stars,N,H,H,N,N,L,Normal,Normal,-,50,50,55,50,45,55,55,50,45,Jun. 4th   2021,V.High,2014,27
15321,LF,Zayd bin Bassam,-,-,05/25/2001,R,1.0 Stars,1.5 Stars,N,N,H,L,H,N,Humble,Normal,-,35,45,40,35,50,50,45,35,45,Sep. 2nd   2020,Avg,0,0
15873,2B,Abdul-Malik bin Bishr,DUB,R,07/19/2003,R,1.0 Stars,3.0 Stars,N,H,H,N,N,N,Unknown,Normal,-,65,75,70,40,40,80,65,50,40,Jun. 20th   2021,V.High,2021,35
16294,SP,Fawwaz bin Butrus,-,-,09/15/2003,L,0.5 Stars,2.0 Stars,N,N,H,N,H,N,Unknown,Normal,-,30,30,30,30,45,30,25,30,25,Jul. 5th   2021,High,0,0
11756,SP,ZAKI BIN BUTRUS,STU,AA,08/18/1996,R,1.5 Stars,2.5 Stars,N,N,N,N,L,N,Normal,Normal,-,25,30,35,35,35,40,40,30,25,Jun. 22nd   2021,V.High,2018,201
16680,SP,Thaqib bin Da'ud,TOR,INT,07/24/2002,S,0.5 Stars,1.5 Stars,N,N,N,N,H,N,Unknown,Normal,-,25,25,25,30,25,30,30,25,20,Jun. 23rd   2021,High,0,0
12514,SP,Hanbal bin Dharr,-,-,04/19/1995,L,1.5 Stars,1.5 Stars,N,N,L,N,N,N,Normal,Normal,-,25,30,30,25,40,35,25,25,20,Mar. 14th   2021,V.High,0,0
12688,RP,Isam bin Dharr,-,-,03/04/1997,R,1.5 Stars,1.5 Stars,N,N,H,N,H,N,Sparkplug,Normal,-,40,40,35,30,35,45,30,25,20,Mar. 12th   2021,V.High,0,0
14720,CF,Nu'man bin Duqaq,GAL,R,05/16/2000,S,1.0 Stars,1.5 Stars,N,N,N,H,N,N,Normal,Normal,-,40,40,35,40,40,45,45,35,30,May 26th   2021,High,0,0
17223,C,Amin bin Esam,VAN,INT,10/06/2003,R,0.5 Stars,2.0 Stars,H,N,N,L,N,N,Unknown,Normal,-,40,40,40,50,50,35,40,30,25,May 22nd   2021,Avg,0,0
15265,RP,Altair bin Fadil,-,-,08/03/2000,R,1.0 Stars,1.5 Stars,L,N,N,L,N,N,Humble,Normal,-,35,35,30,20,40,40,30,20,35,May 19th   2021,V.High,0,0
15272,SP,Walliyullah bin Fahd,DEN,AA,05/07/2001,R,0.5 Stars,1.5 Stars,N,N,N,N,N,N,Normal,Normal,-,25,30,35,35,40,30,30,25,25,May 26th   2021,High,0,0
12532,2B,Saleem bin Fakhir,-,-,06/16/1993,R,1.5 Stars,1.5 Stars,L,N,N,L,N,N,Normal,Normal,-,25,45,40,25,50,55,35,45,45,Jun. 4th   2021,V.High,0,0
16579,SP,Seif al Din bin Fariq,CUR,INT,10/19/2002,L,0.5 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,25,25,25,30,30,25,30,25,25,Feb. 10th   2021,Low,0,0
12703,SP,Kaden bin Faris,-,-,05/26/1997,R,1.5 Stars,1.5 Stars,L,N,H,N,H,N,Normal,Normal,-,25,30,30,25,35,35,25,20,20,Mar. 13th   2021,V.High,0,0
16141,SS,Isma'il bin Fateen,CLE,R,03/21/2002,R,1.0 Stars,3.0 Stars,H,N,N,N,N,N,Unknown,Normal,-,60,45,60,80,60,30,55,55,60,Jun. 27th   2021,V.High,0,0
14359,RF,Houd bin Fath,-,-,01/23/1999,R,1.5 Stars,2.0 Stars,N,N,N,L,H,N,Normal,Normal,-,50,50,45,45,35,50,55,45,35,Jul. 23rd   2020,High,0,0
11459,DH,KARIM BIN FATIN,CAL,AAA,12/16/1994,R,2.5 Stars,2.5 Stars,L,N,N,N,L,L,Normal,Normal,-,55,55,40,55,40,55,35,25,30,Jun. 29th   2021,V.High,2013,104
13326,CF,Aliyy bin Faysal,-,-,04/28/1998,L,1.5 Stars,1.5 Stars,N,N,N,N,N,N,Normal,Normal,-,50,40,50,50,40,30,60,50,50,Mar. 22nd   2021,V.High,2018,226
16877,RP,Bassam bin Ghiyath,CAL,R,04/09/2003,R,0.5 Stars,2.0 Stars,H,H,H,H,H,N,Unknown,Fragile,-,25,25,25,25,30,25,25,25,20,Jul. 3rd   2021,High,0,0
17694,RF,Lufti bin Hakeem,LDN,INT,02/24/2004,L,1.0 Stars,2.0 Stars,U,U,U,U,U,U,Unknown,Normal,-,40,45,40,50,45,55,25,25,25,Apr. 12th   2021,Low,0,0
17874,SP,Jawwad bin Hakem,TOK,INT,02/27/2004,L,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,Normal,-,30,30,30,30,25,30,25,25,25,Jun. 5th   2021,Avg,0,0
15621,2B,Sabeer bin Hamal,CUR,AA,11/29/1997,R,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,Normal,-,45,50,50,40,40,55,45,55,60,Mar. 23rd   2021,Avg,2020,170
17682,SP,Abdul-Mujib bin Hamdan,-,-,01/21/2006,R,1.0 Stars,2.5 Stars,N,H,N,N,N,N,Unknown,Fragile,-,25,25,30,30,30,25,25,20,20,Jun. 16th   2021,Avg,0,0
17179,SP,Muhanned bin Hamid,-,-,08/11/2004,R,1.0 Stars,2.5 Stars,N,N,H,N,N,L,Unknown,Normal,-,30,25,20,25,30,20,20,20,20,Apr. 16th   2021,High,0,0
